id,config,body_type,body_type_idx,split,cd,drag_area,cl,cl_f,cl_r,frontal_area,convex_hull_volume,bbox_volume,length_x,width_y,height_z,raw_stl_path,normalized_stl_path,pointcloud_path,occupancy_path,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle
E_S_WW_WM_411,E_S_WW_WM,E,1,train,0.270327902887043,0.685010905915767,-0.26813759051495,-0.177773772166112,-0.0903638183043189,2.534,0.1072522491655747,0.1564985908242777,0.9999545136745854,0.5097323739420809,0.3070350593656845,raw_stl/E_S_WW_WM/E_S_WW_WM_411.stl,normalized/E_S_WW_WM/E_S_WW_WM_411_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_411_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_411_occ.npz,5.63189,-3.48744,6.37581,14.3066,0.5,-0.86,8.3388,-0.296016,-36.6226,78.1785,-13.0838,-0.4,4.10954,0.3,-2.84197,5.49508,27.5968,-9.09088,-17.2526,45.8004,147.656,-8.79242,61.0775
E_S_WW_WM_412,E_S_WW_WM,E,1,train,0.290619283827242,0.7323605952446498,-0.267139620365448,-0.114973208129568,-0.15216641223289,2.52,0.0837583593526087,0.1282186416507046,0.999375561464408,0.4382743684684734,0.2927361615660161,raw_stl/E_S_WW_WM/E_S_WW_WM_412.stl,normalized/E_S_WW_WM/E_S_WW_WM_412_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_412_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_412_occ.npz,3.5788,14.7044,14.4543,-9.52161,-0.68,-1.53,13.5301,4.51195,-0.620434,57.3013,-11.1078,0.0,1.50173,0.9,41.2372,-10.8076,11.4024,26.796,129.304,-36.1402,92.229,87.2278,-157.19
E_S_WW_WM_413,E_S_WW_WM,E,1,train,0.260160841352159,0.6264673059759989,-0.0367412070096013,-0.109556060594684,0.0728148535860465,2.408,0.0838072417262209,0.118977164540308,0.9998662022260938,0.4410173446410685,0.2698149789258514,raw_stl/E_S_WW_WM/E_S_WW_WM_413.stl,normalized/E_S_WW_WM/E_S_WW_WM_413_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_413_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_413_occ.npz,7.79357,-0.68509,5.88542,19.9386,-1.06,0.48,2.87412,5.95522,-21.6769,-41.9598,-3.55548,0.7,9.10846,0.4,-10.869,-17.4621,23.9249,43.6892,118.286,37.5699,114.822,-49.0755,-24.089
E_S_WW_WM_414,E_S_WW_WM,E,1,test,0.266881457378737,0.5572484830068029,-0.139049972311627,-0.114188442421926,-0.0248615298619202,2.088,0.0807273844132885,0.1209384517699553,0.9998649875189414,0.4219359111411646,0.2866662423875211,raw_stl/E_S_WW_WM/E_S_WW_WM_414.stl,normalized/E_S_WW_WM/E_S_WW_WM_414_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_414_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_414_occ.npz,5.36709,-0.810618,5.07765,-19.9174,0.69,0.7,14.0106,-0.327991,39.048,-70.65,-4.49386,0.3,24.6292,0.7,-5.51463,-16.8061,1.46699,44.7529,-32.1158,46.3765,-17.7737,-44.0992,-161.346
E_S_WW_WM_415,E_S_WW_WM,E,1,train,0.261697300614617,0.6872171114139842,-0.302866399704318,-0.258063623830564,-0.0448027758624319,2.626,0.0974165507737187,0.149109069791433,0.9995694470678864,0.4831402214252193,0.3087577688144288,raw_stl/E_S_WW_WM/E_S_WW_WM_415.stl,normalized/E_S_WW_WM/E_S_WW_WM_415_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_415_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_415_occ.npz,-6.40737,9.72755,1.32949,13.4195,1.82,2.31,8.73696,5.74279,-10.4077,-25.9797,-2.79473,0.4,6.94958,0.7,-19.214,3.69856,8.48357,-23.1329,-18.4644,-23.5425,143.438,71.4388,-32.6806
E_S_WW_WM_416,E_S_WW_WM,E,1,train,0.297591722890365,0.7392178396596667,-0.256506718475083,-0.115933466391694,-0.140573252061461,2.484,0.0939497702779786,0.1451107822511389,0.999878131102746,0.4634109946827089,0.3131744187402611,raw_stl/E_S_WW_WM/E_S_WW_WM_416.stl,normalized/E_S_WW_WM/E_S_WW_WM_416_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_416_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_416_occ.npz,11.1563,13.3958,13.098,16.2405,1.51,-0.92,-1.31205,-3.88137,-15.1298,23.0432,-12.8845,0.3,-16.3439,0.4,45.6052,10.8949,15.587,-22.7606,-18.712,10.5701,94.173,75.7774,-119.453
E_S_WW_WM_417,E_S_WW_WM,E,1,train,0.290057116491694,0.6369654278157602,-0.205060446448505,-0.249398956465116,0.0443385099881561,2.196,0.0867102532531689,0.127801612546743,0.9996647156358404,0.4371855458538172,0.2924261289361251,raw_stl/E_S_WW_WM/E_S_WW_WM_417.stl,normalized/E_S_WW_WM/E_S_WW_WM_417_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_417_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_417_occ.npz,-6.62923,-3.99629,10.6385,9.6809,1.06,0.07,-8.83108,-2.22128,-22.4155,108.392,-14.8349,0.7,14.2774,-0.2,-15.2223,-11.7401,-8.75506,20.4072,26.2965,22.1671,14.5495,-25.0282,68.603
E_S_WW_WM_418,E_S_WW_WM,E,1,train,0.250321853827242,0.5066514321463378,-0.147768599863787,-0.152720419930232,0.0049518200600405,2.024,0.0776393878389248,0.1205671910175477,0.9998065799098624,0.4104972816112014,0.2937669043084429,raw_stl/E_S_WW_WM/E_S_WW_WM_418.stl,normalized/E_S_WW_WM/E_S_WW_WM_418_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_418_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_418_occ.npz,-0.324772,0.613478,17.6344,-18.7735,1.08,-0.78,0.563054,-0.416002,-38.1293,-51.7996,-4.85442,-0.1,-20.3228,0.4,58.2082,4.66907,-10.518,-7.78533,39.8031,49.7478,-55.0908,4.63293,-19.2733
E_S_WW_WM_419,E_S_WW_WM,E,1,test,0.235108883807308,0.5308758596369014,-0.110131538383388,-0.128764639667774,0.0186331013179983,2.258,0.0951280011660181,0.1409487741168283,0.999774830834208,0.450836253081024,0.3127089217407136,raw_stl/E_S_WW_WM/E_S_WW_WM_419.stl,normalized/E_S_WW_WM/E_S_WW_WM_419_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_419_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_419_occ.npz,7.87336,-3.81831,6.81819,19.7659,0.39,-1.79,-0.314952,-1.52546,-12.1366,14.1337,2.45827,0.0,-17.1172,0.1,-24.5354,19.2643,-27.4453,2.7963,-10.9733,3.84176,17.9362,19.7153,116.633
E_S_WW_WM_420,E_S_WW_WM,E,1,train,0.265571562910299,0.5954114440448903,-0.169697061285714,-0.208976146704318,0.0392790854614618,2.242,0.0843481537722728,0.1217270048563261,0.9997767776242964,0.4320459647887886,0.2818084024320281,raw_stl/E_S_WW_WM/E_S_WW_WM_420.stl,normalized/E_S_WW_WM/E_S_WW_WM_420_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_420_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_420_occ.npz,-6.11757,-6.27523,6.93562,9.06811,2.28,0.91,16.053,5.89764,17.2811,-56.6598,-14.0078,0.5,-8.26522,0.4,-7.94541,25.9918,18.1287,48.144,46.9778,-4.15952,34.5256,-39.341,-39.1505
E_S_WW_WM_421,E_S_WW_WM,E,1,val,0.269168574488372,0.5900175152785114,-0.124947868037209,-0.0847060936790697,-0.0402417743548372,2.192,0.0799956691513028,0.1170735294719944,0.9999587093167672,0.4231478969378868,0.2766842623226127,raw_stl/E_S_WW_WM/E_S_WW_WM_421.stl,normalized/E_S_WW_WM/E_S_WW_WM_421_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_421_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_421_occ.npz,10.097,-0.117722,0.753637,17.1042,-0.41,-1.73,-7.06534,-1.05309,-49.193,-35.3888,-14.6558,0.1,17.2954,0.7,-0.856744,-12.6308,-3.79551,28.7964,62.4915,14.6786,30.5561,-52.4882,33.9347
E_S_WW_WM_422,E_S_WW_WM,E,1,train,0.300475285315614,0.6977036125028557,-0.294486024568106,-0.212793622674418,-0.0816924019083056,2.322,0.1012660525411453,0.1522980534242826,0.999779292923568,0.4791752634600805,0.3179038771800297,raw_stl/E_S_WW_WM/E_S_WW_WM_422.stl,normalized/E_S_WW_WM/E_S_WW_WM_422_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_422_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_422_occ.npz,-2.24712,13.5409,10.8289,7.83779,-0.9,-0.53,-2.35988,7.28698,49.879,115.141,-8.62212,-0.1,14.9964,-0.4,35.3033,-13.1497,8.157,-6.51723,-37.4661,-28.2366,47.8546,15.6029,70.4325
E_S_WW_WM_423,E_S_WW_WM,E,1,train,0.296174249867109,0.6373669857140186,-0.259246190322259,-0.0977879431036544,-0.161458247188372,2.152,0.0847214208545314,0.1304956330173244,0.9999791698492848,0.4226515411190495,0.3087610918728262,raw_stl/E_S_WW_WM/E_S_WW_WM_423.stl,normalized/E_S_WW_WM/E_S_WW_WM_423_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_423_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_423_occ.npz,13.0709,6.36022,-2.5473,12.2498,-1.49,-0.69,9.54025,2.89357,28.5982,123.026,0.884533,0.3,-23.7533,0.0,35.4487,26.3098,9.5965,-9.25673,11.3461,38.5471,-9.35381,36.4283,-181.799
E_S_WW_WM_424,E_S_WW_WM,E,1,train,0.279501196488372,0.7457091922309765,-0.0487460268498338,-0.176182671850498,0.127436645009966,2.668,0.0998688776969991,0.1505318119131805,0.9999145534775268,0.4921332634503109,0.3059022557766471,raw_stl/E_S_WW_WM/E_S_WW_WM_424.stl,normalized/E_S_WW_WM/E_S_WW_WM_424_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_424_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_424_occ.npz,-1.34732,11.5408,1.14319,-15.246,1.98,2.1,-0.908618,7.72743,-2.1378,-62.4354,0.489951,0.4,-22.2846,0.5,22.4554,22.3271,-8.18059,44.6946,4.55185,47.2429,137.073,64.8065,-5.42799
E_S_WW_WM_425,E_S_WW_WM,E,1,train,0.264959550215946,0.6740570957493667,-0.139154436561461,-0.149982550830564,0.0108281142833411,2.544,0.0864163776438632,0.1227779249551548,0.9998548946620324,0.447733436859174,0.2742608283499865,raw_stl/E_S_WW_WM/E_S_WW_WM_425.stl,normalized/E_S_WW_WM/E_S_WW_WM_425_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_425_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_425_occ.npz,0.407562,-2.44012,4.04619,19.019,0.11,-1.69,9.27999,3.81856,-6.519,-8.85926,-8.31891,0.0,-2.37928,0.9,52.5162,1.63284,18.4457,54.2891,121.445,-8.09683,138.117,-11.8186,-4.25558
E_S_WW_WM_426,E_S_WW_WM,E,1,train,0.283540205043189,0.6668865622615805,-0.0394001121993023,-0.0510933316863787,0.0116932194863621,2.352,0.0932207988077968,0.1317275659353774,0.9999724810954476,0.4598475847011221,0.2864670717343632,raw_stl/E_S_WW_WM/E_S_WW_WM_426.stl,normalized/E_S_WW_WM/E_S_WW_WM_426_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_426_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_426_occ.npz,14.6342,4.68227,7.27204,17.4545,0.88,0.29,12.7882,8.2065,30.2653,57.1707,4.73158,-0.3,9.2021,-0.1,48.8431,9.82516,-8.23979,39.7762,85.7022,15.8736,84.2084,-50.9106,64.7028
E_S_WW_WM_427,E_S_WW_WM,E,1,train,0.244445943970099,0.5622256711312277,-0.0975382064415282,-0.170984166066445,0.0734459596232558,2.3,0.088938421612985,0.1310698915926846,0.9998554779724595,0.4557291058739514,0.2876464003012938,raw_stl/E_S_WW_WM/E_S_WW_WM_427.stl,normalized/E_S_WW_WM/E_S_WW_WM_427_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_427_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_427_occ.npz,-2.9735,-3.58513,6.88821,-14.6219,-1.28,-0.48,9.74008,7.85563,-39.061,-74.5279,2.81582,0.4,-22.9122,0.4,43.4663,10.6242,-16.0847,39.6174,0.0596398,-38.9952,57.4138,-29.444,-70.6681
E_S_WW_WM_428,E_S_WW_WM,E,1,train,0.256619192710963,0.5527577410994143,-0.130083825941196,-0.10186862041794,-0.0282152055427581,2.154,0.0836765511200476,0.1303627944620008,0.9999216706818658,0.4496552190422253,0.2899399383563243,raw_stl/E_S_WW_WM/E_S_WW_WM_428.stl,normalized/E_S_WW_WM/E_S_WW_WM_428_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_428_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_428_occ.npz,11.7152,10.9957,17.4755,-5.69315,0.05,0.58,19.8599,3.54719,13.1465,-54.3218,2.64218,0.3,-22.532,0.7,3.39039,10.0591,-1.11511,-20.6443,-45.1315,18.0511,20.3003,-44.1485,12.8688
E_S_WW_WM_429,E_S_WW_WM,E,1,train,0.279416565548172,0.6739527561021909,-0.255363766465116,-0.137055178398671,-0.11830858805083,2.412,0.0838459987170831,0.127560818927996,0.9999723774308992,0.4293917722844149,0.2970814785392987,raw_stl/E_S_WW_WM/E_S_WW_WM_429.stl,normalized/E_S_WW_WM/E_S_WW_WM_429_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_429_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_429_occ.npz,7.09676,-0.764586,-2.73747,12.588,2.0,1.6,1.11928,4.97435,46.0644,99.9412,-2.04119,0.2,-5.83536,0.9,41.4966,-18.354,-18.4509,24.3443,48.3756,-46.5115,52.7448,64.0531,-3.46932
E_S_WW_WM_430,E_S_WW_WM,E,1,train,0.276815244358804,0.5979209278150167,-0.205386799524916,-0.166131601760797,-0.0392551978097342,2.16,0.0757576555380811,0.1139738776319208,0.999550029295922,0.407629576939044,0.279727458643243,raw_stl/E_S_WW_WM/E_S_WW_WM_430.stl,normalized/E_S_WW_WM/E_S_WW_WM_430_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_430_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_430_occ.npz,-3.43939,-6.31613,13.033,-13.6993,1.77,-1.33,-6.63036,7.05882,-37.5014,111.926,-4.93634,0.6,-9.47555,0.6,12.9486,-14.3121,-18.1052,25.8353,90.8391,46.79,2.08694,-7.17131,-150.058
E_S_WW_WM_431,E_S_WW_WM,E,1,train,0.275406122159468,0.6097491544610621,-0.220267846518272,-0.121298694106312,-0.0989691524026578,2.214,0.0885696008426255,0.131005674625286,0.9999775348703216,0.443146310134723,0.2956328750904961,raw_stl/E_S_WW_WM/E_S_WW_WM_431.stl,normalized/E_S_WW_WM/E_S_WW_WM_431_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_431_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_431_occ.npz,14.7223,1.8634,-2.43144,-13.0736,0.42,1.06,-3.89937,-3.98273,-36.0713,79.4957,1.95288,0.1,23.6192,-0.2,5.35008,20.3696,15.8816,49.1617,57.7261,-0.497491,15.6596,-17.2048,-153.697
E_S_WW_WM_432,E_S_WW_WM,E,1,train,0.282555414146179,0.6193614678084245,-0.172293862604651,-0.0990243578451827,-0.0732695047774086,2.192,0.0810861311007931,0.1261881407585278,0.9999183794603368,0.4155153108432446,0.3037155018121765,raw_stl/E_S_WW_WM/E_S_WW_WM_432.stl,normalized/E_S_WW_WM/E_S_WW_WM_432_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_432_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_432_occ.npz,7.5353,10.3602,2.41098,-7.01823,0.28,1.53,8.88303,-1.95351,19.2962,-60.3356,-11.8077,0.7,-6.43233,-0.3,-23.5549,9.11898,25.8356,11.0479,113.215,32.801,-23.4102,75.974,-76.5285
E_S_WW_WM_433,E_S_WW_WM,E,1,train,0.279243849056478,0.6891738194713877,-0.208797820358804,-0.163929564691029,-0.044868255660182,2.468,0.0889346643466938,0.1321034753825787,0.9998902382504218,0.4473825499347542,0.2953132099187597,raw_stl/E_S_WW_WM/E_S_WW_WM_433.stl,normalized/E_S_WW_WM/E_S_WW_WM_433_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_433_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_433_occ.npz,6.103,12.1773,15.7105,12.8295,1.03,1.74,3.36924,9.42012,0.706734,130.554,3.97785,0.5,0.0262474,0.1,4.52622,25.6418,-15.8715,24.6691,92.4183,-21.8776,100.331,39.4602,-198.922
E_S_WW_WM_434,E_S_WW_WM,E,1,train,0.264961041757475,0.6496844743893286,-0.13418816127475,-0.117954232380398,-0.0162339288822591,2.452,0.0997827877488926,0.1424015827882203,0.9998167423859514,0.4717342589282415,0.301923553462721,raw_stl/E_S_WW_WM/E_S_WW_WM_434.stl,normalized/E_S_WW_WM/E_S_WW_WM_434_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_434_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_434_occ.npz,12.4639,2.33578,13.1765,13.0931,-1.7,0.39,-6.35203,2.05664,37.1317,-21.2464,-8.88751,-0.2,-8.01995,-0.2,-19.6094,7.05442,-29.449,27.8621,100.114,-15.0586,107.566,14.0802,-156.544
E_S_WW_WM_435,E_S_WW_WM,E,1,train,0.30948021495681,0.7278974655784171,-0.32832091678073,-0.173329968285714,-0.15499094850598,2.352,0.0877473222331177,0.1298355064678934,0.999965478794034,0.4566304675233176,0.2843436825517031,raw_stl/E_S_WW_WM/E_S_WW_WM_435.stl,normalized/E_S_WW_WM/E_S_WW_WM_435_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_435_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_435_occ.npz,-1.32028,10.9343,-4.8503,-2.17317,-1.21,-0.59,17.3132,5.70146,4.32712,116.172,-8.24217,-0.2,20.9035,0.8,10.3682,9.38984,-26.0957,33.883,42.3561,31.8706,87.5471,-33.7808,-148.474
E_S_WW_WM_436,E_S_WW_WM,E,1,train,0.293411431043189,0.7681511264710688,-0.139822400788704,-0.20723712533887,0.067414724526578,2.618,0.101864444085576,0.1553809076007843,0.99988523202429,0.4928572686822892,0.3153017156779567,raw_stl/E_S_WW_WM/E_S_WW_WM_436.stl,normalized/E_S_WW_WM/E_S_WW_WM_436_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_436_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_436_occ.npz,-3.41426,13.116,-6.69738,-14.9632,-1.72,-1.18,-7.41436,2.3308,5.85069,3.11396,-8.68466,0.2,-15.7887,0.3,32.9192,-12.0222,-19.5293,26.488,-8.12081,-39.162,124.688,81.7802,-91.7151
E_S_WW_WM_437,E_S_WW_WM,E,1,train,0.281052469239202,0.6070733335566764,-0.262154309239202,-0.178479326448504,-0.0836749827684385,2.16,0.0754056770381818,0.1163480593591394,0.999903517126132,0.4059584942576356,0.2866285289835858,raw_stl/E_S_WW_WM/E_S_WW_WM_437.stl,normalized/E_S_WW_WM/E_S_WW_WM_437_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_437_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_437_occ.npz,-4.51607,0.0916819,0.971945,-9.95208,-0.83,0.82,13.8009,0.0451047,-46.2154,121.626,-14.2076,-0.2,-7.97674,0.7,56.4072,9.97766,-19.5982,9.29156,122.315,11.2777,-20.8976,28.0341,16.8754
E_S_WW_WM_438,E_S_WW_WM,E,1,train,0.292006919365448,0.7200890631551948,-0.0552867368590033,-0.134906178554817,0.0796194416910299,2.466,0.097785993964707,0.1464207255832272,0.9999044724801052,0.48019745908498,0.3049468741615727,raw_stl/E_S_WW_WM/E_S_WW_WM_438.stl,normalized/E_S_WW_WM/E_S_WW_WM_438_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_438_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_438_occ.npz,6.7342,14.3183,7.77849,-15.2921,-1.57,0.77,-2.04962,5.32154,1.68521,-89.5726,-6.86976,0.3,-8.54899,-0.2,3.64164,29.5282,-21.7019,49.284,48.827,-21.58,66.0453,34.6818,129.617
E_S_WW_WM_439,E_S_WW_WM,E,1,train,0.253157592395348,0.5923887662051144,-0.233615388166112,-0.241620934518272,0.0080055463755315,2.34,0.0929783150068431,0.1402717783578392,0.9998928633745984,0.4536067038376271,0.3092696977937004,raw_stl/E_S_WW_WM/E_S_WW_WM_439.stl,normalized/E_S_WW_WM/E_S_WW_WM_439_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_439_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_439_occ.npz,-5.79868,3.88237,1.62385,6.55569,0.42,-0.04,-7.18599,7.50636,5.10994,-90.6736,-4.63234,-0.1,21.4965,0.0,-19.8234,-18.3907,-28.3127,-16.3738,48.0667,-16.9327,48.3969,53.811,-46.0773
E_S_WW_WM_440,E_S_WW_WM,E,1,train,0.287814742694352,0.6211042147344116,-0.215875306222591,-0.135878637800664,-0.0799966683990033,2.158,0.0822256205059252,0.1186419414391495,0.9998999899961164,0.4259167746993355,0.278584491279334,raw_stl/E_S_WW_WM/E_S_WW_WM_440.stl,normalized/E_S_WW_WM/E_S_WW_WM_440_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_440_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_440_occ.npz,4.69164,-1.7482,19.1802,-0.40938,-1.36,0.34,19.0052,-1.15468,-16.6626,69.8798,-13.7329,-0.2,1.17156,0.2,6.28872,27.9779,11.2274,47.3845,124.719,-10.6132,8.78044,-55.6394,-28.0429
E_S_WW_WM_441,E_S_WW_WM,E,1,train,0.273626823651162,0.5866559099080914,-0.225356792139534,-0.129954553026578,-0.0954022391255814,2.144,0.0877575697055764,0.1375039268546286,0.9998717393510722,0.4429214770086246,0.3104874624473859,raw_stl/E_S_WW_WM/E_S_WW_WM_441.stl,normalized/E_S_WW_WM/E_S_WW_WM_441_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_441_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_441_occ.npz,9.72236,-1.84284,3.08507,-6.93841,2.1,0.74,-0.301438,-3.58009,8.70673,136.337,-0.0380798,0.8,-20.0031,-0.1,-1.07422,-8.8442,20.2293,-18.6247,-46.7934,-2.26014,-4.26026,15.1001,-179.803
E_S_WW_WM_442,E_S_WW_WM,E,1,train,0.273806118056478,0.5897783782936535,-0.217891911511627,-0.0982736783511627,-0.119618233151495,2.154,0.077349287070752,0.1174567484824864,0.9999041973454746,0.4034469569780495,0.291160957338223,raw_stl/E_S_WW_WM/E_S_WW_WM_442.stl,normalized/E_S_WW_WM/E_S_WW_WM_442_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_442_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_442_occ.npz,10.3506,0.676918,11.4032,2.34248,-1.01,0.79,15.0154,8.30006,21.9391,88.3484,-1.23183,0.0,1.07657,0.2,48.0994,8.17577,28.7192,1.24957,129.134,-28.7793,-10.9616,34.0063,-129.837
E_S_WW_WM_443,E_S_WW_WM,E,1,train,0.275316737637873,0.6585576364297923,-0.283549793810631,-0.178669687475083,-0.104880106345182,2.392,0.0903586015417918,0.1323855615289761,0.9999097489330844,0.4732038092793627,0.2797896127404102,raw_stl/E_S_WW_WM/E_S_WW_WM_443.stl,normalized/E_S_WW_WM/E_S_WW_WM_443_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_443_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_443_occ.npz,-0.0916211,14.8464,-6.00009,13.1608,-0.43,0.62,13.0341,7.12278,24.0747,-30.9248,-11.6971,0.3,16.5459,-0.1,-3.82904,-12.906,-16.8929,-12.8179,93.7792,-10.8921,127.814,-58.4115,56.2542
E_S_WW_WM_444,E_S_WW_WM,E,1,train,0.26978823679402,0.6367002388338872,-0.109084104544186,-0.133841564508305,0.0247574599578817,2.36,0.0824511834097167,0.1217257441999019,0.9999321438066716,0.4324694967580764,0.2814857591543644,raw_stl/E_S_WW_WM/E_S_WW_WM_444.stl,normalized/E_S_WW_WM/E_S_WW_WM_444_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_444_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_444_occ.npz,1.23307,4.75972,-7.69255,8.92607,2.48,-1.41,4.77101,6.00373,-21.9135,-81.972,-7.12025,0.7,0.741789,-0.1,44.6263,-0.832106,-7.3497,41.3319,129.475,-30.6781,53.0453,6.26975,99.2559
E_S_WW_WM_445,E_S_WW_WM,E,1,train,0.289699553295681,0.5811373039111359,-0.236453033431893,-0.136190496495016,-0.100262536903986,2.006,0.0720317775200757,0.1103305911899053,0.9998706844102078,0.3908659874334749,0.282308678801074,raw_stl/E_S_WW_WM/E_S_WW_WM_445.stl,normalized/E_S_WW_WM/E_S_WW_WM_445_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_445_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_445_occ.npz,-1.80006,1.33829,-3.91754,7.56929,1.61,-0.47,9.84571,7.8909,-4.47754,101.955,-9.32394,0.6,23.9481,0.0,-22.8497,11.8696,-0.275121,-11.2833,112.408,-18.369,-44.7929,-18.6048,-86.2632
E_S_WW_WM_446,E_S_WW_WM,E,1,train,0.254410698873754,0.6446767109460926,-0.185612758192691,-0.17204334685382,-0.0135694113050664,2.534,0.0995731170866017,0.1520078034693342,0.9997920727368834,0.4812636435141366,0.3159171041862622,raw_stl/E_S_WW_WM/E_S_WW_WM_446.stl,normalized/E_S_WW_WM/E_S_WW_WM_446_norm.stl,pointclouds/E_S_WW_WM/E_S_WW_WM_446_pc.ply,occupancy/E_S_WW_WM/E_S_WW_WM_446_occ.npz,1.74024,5.85407,15.4493,7.64628,-1.02,-0.86,8.63848,2.4957,-38.6187,-6.09754,0.0532965,-0.3,-24.2687,1.0,5.51448,16.6501,20.6737,-6.21194,-39.7778,49.4905,110.851,73.2415,-123.175
